Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
532799	HUBTOWN	NSE:HUBTOWN	Hubtown Ltd	310	4405.1186	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532801	CTE	NSE:CTE	Cambridge Technology Enterprises Ltd	47.61	91.6529171	SME	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
532804	TIIL	NSE:TIIL	Technocraft Industries (India) Ltd	2530	5729.20658	Small Cap	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
532805	REDINGTON	NSE:REDINGTON	Redington Ltd	266	20795.19638	Small Cap	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
532806	AICHAMP	NSE:AICHAMP	AI Champdany Industries Ltd	53.48	164.4714279	SME	Jute & Jute Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Jute & Jute Products
532807	CINELINE	NSE:CINELINE	Cineline India Ltd	87.18	298.7347377	SME	Film Production- Distribution & Exhibition	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	Film Production, Distribution & Exhibition
532808	PGIL	NSE:PGIL	Pearl Global Industries Ltd	1409	6478.81041	Small Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
532809	FSL	NSE:FSL	Firstsource Solutions Ltd	321.3	22196.80402	Small Cap	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)	Services	Services	Commercial Services & Supplies	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
532810	PFC	NSE:PFC	Power Finance Corporation Ltd	396.6	130946.6674	Large Cap	Financial Institution	Financial Services	Financial Services	Finance	Financial Institution
532811	AHLUCONT	NSE:AHLUCONT	Ahluwalia Contracts (India) Ltd	919.85	6161.849623	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532812	TFL	NSE:TFL	Transwarranty Finance Ltd	14.24	76.8597437	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
532814	INDIANB	NSE:INDIANB	Indian Bank	827	111393.9228	Large Cap	Public Sector Bank	Financial Services	Financial Services	Banks	Public Sector Bank
532815	SMSPHARMA	NSE:SMSPHARMA	SMS Pharmaceuticals Ltd	281.2	2631.674147	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
532817	ORIENTALTL	NSE:ORIENTALTL	Oriental Trimex Ltd	9.75	71.6695785	SME	Granites & Marbles	Consumer Discretionary	Consumer Durables	Consumer Durables	Granites & Marbles
532820	ELAND	NSE:ELAND	E-Land Apparel Ltd	19.55	93.8213651	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532822	IDEA	NSE:IDEA	Vodafone Idea Ltd	9.49	103027.2538	Large Cap	Telecom - Cellular & Fixed line services	Telecommunication	Telecommunication	Telecom - Services	Telecom - Cellular & Fixed line services
532825	JAGJANANI	NSE:JAGJANANI	Jagjanani Textiles Ltd	5.73	8.9388	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532826	RAJTV	NSE:RAJTV	Raj Television Network Ltd	40.77	212.537153	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
532827	PAGEIND	NSE:PAGEIND	Page Industries Ltd	41460	46243.94502	Mid Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
532828	AMDIND	NSE:AMDIND	AMD Industries Ltd	59.99	111.899806	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
532829	LEHAR	NSE:LEHAR	Lehar Footwears Ltd	245.5	434.0142945	SME	Footwear	Consumer Discretionary	Consumer Durables	Consumer Durables	Footwear
532830	ASTRAL	NSE:ASTRAL	Astral Ltd	1460	39220.6662	Mid Cap	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
532832	EMBDL	NSE:EMBDL	Embassy Developments Ltd	93.7	13008.26738	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532834	CAMLINFINE	NSE:CAMLINFINE	Camlin Fine Sciences Ltd	199	3689.344713	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
532835	ICRA	NSE:ICRA	ICRA Ltd	6294.5	6082.395313	Small Cap	Ratings	Financial Services	Financial Services	Capital Markets	Ratings
532839	DISHTV	NSE:DISHTV	Dish TV India Ltd	4.51	828.569124	Micro Cap	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
532841	SAHYADRI	NSE:SAHYADRI	Sahyadri Industries Ltd	268	293.360572	SME	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
532842	SRHHYPOLTD	NSE:SRHHYPOLTD	Sree Rayalaseema Hi-Strength Hypo Ltd	560	961.22992	Micro Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
532843	FORTIS	NSE:FORTIS	Fortis Healthcare Ltd	1048.95	79174.06428	Mid Cap	Hospital	Healthcare	Healthcare	Healthcare Services	Hospital
532845	TGBHOTELS	NSE:TGBHOTELS	TGB Banquets and Hotels Ltd	11.97	35.0558215	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
532847	HILTON	NSE:HILTON	Hilton Metal Forging Ltd	44.91	105.0893996	SME	Castings & Forgings	Industrials	Capital Goods	Industrial Products	Castings & Forgings
532848	DELTACORP	NSE:DELTACORP	Delta Corp Ltd	78.85	2107.670416	Small Cap	Amusement Parks/ Other Recreation	Consumer Discretionary	Consumer Services	Leisure Services	Amusement Parks/ Other Recreation
532850	MICEL	NSE:MICEL	MIC Electronics Ltd	55.2	1330.383498	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
532851	INSECTICID	NSE:INSECTICID	Insecticides (India) Ltd	718.1	2089.515819	Small Cap	Pesticides & Agrochemicals	Commodities	Chemicals	Fertilizers & Agrochemicals	Pesticides & Agrochemicals
532853	ASAHISONG	NSE:ASAHISONG	Asahi Songwon Colors Ltd	274	322.970924	SME	Dyes And Pigments	Commodities	Chemicals	Chemicals & Petrochemicals	Dyes And Pigments
532855	HARYNACAP	NSE:HARYNACAP	Haryana Capfin Ltd	211	107.3866143	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
532856	TIMETECHNO	NSE:TIMETECHNO	Time Technoplast Ltd	215.85	9796.531683	Small Cap	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
532859	HGS	NSE:HGS	Hinduja Global Solutions Ltd	504	2340.446425	Small Cap	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)	Services	Services	Commercial Services & Supplies	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
532864	NELCAST	NSE:NELCAST	Nelcast Ltd	119.5	1040.193709	Small Cap	Castings & Forgings	Industrials	Capital Goods	Industrial Products	Castings & Forgings
532867	V2RETAIL	NSE:V2RETAIL	V2 Retail Ltd	2209.7	7643.206291	Small Cap	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
532868	DLF	NSE:DLF	DLF Ltd	774	191589.0714	Large Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532869	TARMAT	NSE:TARMAT	Tarmat Ltd	53.52	129.5289653	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
532872	SPARC	NSE:SPARC	Sun Pharma Advanced Research Company Ltd	131.83	4285.31004	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
532873	HDIL	NSE:HDIL	Housing Development and Infrastructure Ltd	2.89	136.9871031	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532875	ADSL	NSE:ADSL	Allied Digital Services Ltd	184.15	1039.118455	Small Cap	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
532878	ALPA	NSE:ALPA	Alpa Laboratories Ltd	89	186.102251	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
532879	SSLEL	NSE:SSLEL	Sir Shadi Lal Enterprises Ltd	240	126.000048	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
532880	OMAXE	NSE:OMAXE	Omaxe Ltd	81.15	1484.237585	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532884	REFEX	NSE:REFEX	Refex Industries Ltd	350.9	4802.26292	Small Cap	Industrial Gases	Commodities	Chemicals	Chemicals & Petrochemicals	Industrial Gases
532885	CENTRALBK	NSE:CENTRALBK	Central Bank of India	39.35	35671.20365	Mid Cap	Public Sector Bank	Financial Services	Financial Services	Banks	Public Sector Bank
532886	SELMC	NSE:SELMC	SEL Manufacturing Company Ltd	43.36	143.6041228	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532888	ASIANTILES	NSE:ASIANTILES	Asian Granito India Ltd	64.8	1496.760309	Small Cap	Ceramics	Consumer Discretionary	Consumer Durables	Consumer Durables	Ceramics
532889	KPRMILL	NSE:KPRMILL	K.P.R. Mill Limited	1080	36915.9012	Mid Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532890	TAKE	NSE:TAKE	Take Solutions Ltd	23.77	351.6391247	SME	Healthcare Research- Analytics & Technology	Healthcare	Healthcare	Healthcare Services	Healthcare Research, Analytics & Technology
532891	PURVA	NSE:PURVA	Puravankara Ltd	280	6594.011043	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532892	MOTILALOFS	NSE:MOTILALOFS	Motilal Oswal Financial Services Ltd	1017.9	70260.23364	Mid Cap	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
532893	VTMLTD	NSE:VTMLTD	VTM Ltd	66.75	671.298075	Micro Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532894	INDOWIND	NSE:INDOWIND	Indowind Energy Ltd	16.09	208.9095706	SME	Power Generation	Utilities	Power	Power	Power Generation
532895	NAGREEKCAP	NSE:NAGREEKCAP	Nagreeka Capital & Infrastructure Ltd	31.95	40.8193334	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
532896	MAGNUM	NSE:MAGNUM	Magnum Ventures Ltd	24.51	164.1515322	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
532898	POWERGRID	NSE:POWERGRID	Power Grid Corporation of India Ltd	289.15	269393.0632	Large Cap	Power - Transmission	Utilities	Power	Power	Power - Transmission
532899	KSCL	NSE:KSCL	Kaveri Seed Company Ltd	1060.7	5413.155432	Small Cap	Other Agricultural Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Other Agricultural Products
532900	PAISALO	NSE:PAISALO	Paisalo Digital Ltd	39.42	3591.687619	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
532902	CCCL	NSE:CCCL	Consolidated Construction Consortium Ltd	24.16	1079.370462	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532904	SUPREMEINF	NSE:SUPREMEINF	Supreme Infrastructure India Ltd	101.51	981.9647204	Micro Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532906	MAANALU	NSE:MAANALU	Maan Aluminium Ltd	127.98	692.0389609	Micro Cap	Aluminium	Commodities	Metals & Mining	Non - Ferrous Metals	Aluminium
532907	IL&FSENGG	NSE:IL&FSENGG	IL&FS Engineering and Construction Company Ltd	27.5	360.58275	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
532911	PARLEIND	NSE:PARLEIND	Parle Industries Ltd	10.02	48.9376822	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
532915	RELIGARE	NSE:RELIGARE	Religare Enterprises Ltd	259.2	8573.159636	Small Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
532916	BVCL	NSE:BVCL	Barak Valley Cements Ltd	46.75	103.5023735	SME	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
532918	RATHIBAR	NSE:RATHIBAR	Rathi Bars Ltd	29	47.358015	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
532921	ADANIPORTS	NSE:ADANIPORTS	Adani Ports and Special Economic Zone Ltd	1453.8	313891.1376	Large Cap	Port & Port services	Services	Services	Transport Infrastructure	Port & Port services
532922	EDELWEISS	NSE:EDELWEISS	Edelweiss Financial Services Ltd	117	11069.25417	Small Cap	Holding Company	Financial Services	Financial Services	Finance	Holding Company
532923	RGL	NSE:RGL	Renaissance Global Ltd	137.23	1468.119691	Small Cap	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
532924	KOLTEPATIL	NSE:KOLTEPATIL	Kolte-Patil Developers Ltd	436.9	3874.433078	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532925	KAUSHALYA	NSE:KAUSHALYA	Kaushalya Infrastructure Development Corporation Ltd	1019.9	35.8495434	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
532926	JYOTHYLAB	NSE:JYOTHYLAB	Jyothy Labs Ltd	319.3	11776.096	Small Cap	Household Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Household Products	Household Products
532927	ECLERX	NSE:ECLERX	eClerx Services Ltd	4340	20365.46736	Small Cap	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)	Services	Services	Commercial Services & Supplies	Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
532928	TARIL	NSE:TARIL	Transformers and Rectifiers (India) Ltd	482.4	14479.99801	Small Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
532929	BRIGADE	NSE:BRIGADE	Brigade Enterprises Ltd	990.1	24206.26123	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
532930	BGRENERGY	NSE:BGRENERGY	BGR Energy Systems Ltd	467.43	3373.047279	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532932	MANAKSIA	NSE:MANAKSIA	Manaksia Ltd	66.01	438.5524736	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
532933	PORWAL	NSE:PORWAL	Porwal Auto Components Ltd	54.92	82.9291972	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
532934	PPAP	NSE:PPAP	PPAP Automotive Ltd	273.5	379.287536	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
532935	ARIES	NSE:ARIES	Aries Agro Ltd	398.55	515.285824	Micro Cap	Fertilizers	Commodities	Chemicals	Fertilizers & Agrochemicals	Fertilizers
532937	KUANTUM	NSE:KUANTUM	Kuantum Papers Ltd	107.5	938.0840225	Micro Cap	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
532939	RPOWER	NSE:RPOWER	Reliance Power Ltd	44.99	18655.59938	Small Cap	Power Generation	Utilities	Power	Power	Power Generation
532940	JKIL	NSE:JKIL	J. Kumar Infraprojects Ltd	632	4782.0596	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532941	CORDSCABLE	NSE:CORDSCABLE	Cords Cable Industries Ltd	180	232.1394392	SME	Cables - Electricals	Industrials	Capital Goods	Industrial Products	Cables - Electricals
532942	KNRCON	NSE:KNRCON	KNR Constructions Ltd	189.75	5335.028078	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532944	ONMOBILE	NSE:ONMOBILE	OnMobile Global Ltd	73.3	779.3351614	Micro Cap	Web based media and service	Consumer Discretionary	Media, Entertainment & Publication	Media	Web based media and service
532945	SEPC	NSE:SEPC	SEPC Ltd	11.49	2011.365824	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532946	BANG	NSE:BANG	Bang Overseas Ltd	53.8	72.6455025	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
532947	IRB	NSE:IRB	IRB Infrastructure Developers Ltd	43.35	26179.06408	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
532951	GSS	NSE:GSS	GSS Infotech Ltd	25.55	65.9364742	SME	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
532952	NAHARCAP	NSE:NAHARCAP	Nahar Capital and Financial Services Ltd	290	488.0993543	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
532953	VGUARD	NSE:VGUARD	V-Guard Industries Ltd	370	16131.9593	Small Cap	Household Appliances	Consumer Discretionary	Consumer Durables	Consumer Durables	Household Appliances
532955	RECLTD	NSE:RECLTD	REC Ltd	375	98746.9863	Large Cap	Financial Institution	Financial Services	Financial Services	Finance	Financial Institution
532957	GOKAKTEX	NSE:GOKAKTEX	Gokak Textiles Ltd	85.19	55.3675979	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
532960	DHANI	NSE:DHANI	Dhani Services Ltd	56	3471.58896	Small Cap	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
532966	TITAGARH	NSE:TITAGARH	Titagarh Rail Systems Ltd	882.8	11888.99407	Small Cap	Railway Wagons	Industrials	Capital Goods	Industrial Manufacturing	Railway Wagons
532967	KIRIINDUS	NSE:KIRIINDUS	Kiri Industries Ltd	567.5	3406.28028	Small Cap	Dyes And Pigments	Commodities	Chemicals	Chemicals & Petrochemicals	Dyes And Pigments
532974	BIRLAMONEY	NSE:BIRLAMONEY	Aditya Birla Money Ltd	165	924.9956904	Micro Cap	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
532975	TELOGICA	NSE:TELOGICA	Telogica Ltd	12.1	42.9593	SME	Telecom - Equipment & Accessories	Telecommunication	Telecommunication	Telecom - Equipment & Accessories	Telecom - Equipment & Accessories
532976	JAIBALAJI	NSE:JAIBALAJI	Jai Balaji Industries Ltd	96.42	8827.744655	Small Cap	Iron & Steel	Commodities	Metals & Mining	Ferrous Metals	Iron & Steel
532977	BAJAJ-AUTO	NSE:BAJAJ-AUTO	Bajaj Auto Ltd	9036	252305.2703	Large Cap	2/3 Wheelers	Consumer Discretionary	Automobile and Auto Components	Automobiles	2/3 Wheelers
532978	BAJAJFINSV	NSE:BAJAJFINSV	Bajaj Finserv Ltd	2176	347313.1091	Large Cap	Holding Company	Financial Services	Financial Services	Finance	Holding Company
532980	GOKUL	NSE:GOKUL	Gokul Refoils & Solvent Ltd	41.2	404.8504762	SME	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
532983	RPGLIFE	NSE:RPGLIFE	RPG Life Sciences Ltd	2346.6	3881.044248	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
532985	SENSEX1	NSE:SENSEX1	Kotak S&P BSE Sensex ETF	92.15	0	SME	Mutual Fund Scheme - ETF	Financial Services	Financial Services	Capital Markets	Mutual Fund Scheme - ETF
532986	NIRAJ	NSE:NIRAJ	Niraj Cement Structurals Ltd	33.74	201.4087469	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
532987	RBL	NSE:RBL	Rane Brake Lining Ltd	0	0	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
532988	RANEENGINE	NSE:RANEENGINE	Rane Engine Valve Ltd	0	0	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
532989	BAFNAPH	NSE:BAFNAPH	Bafna Pharmaceuticals Ltd	138.18	326.8831506	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
532992	CHLLTD	NSE:CHLLTD	CHL Ltd	36.1	197.8939824	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
532993	SEJALLTD	NSE:SEJALLTD	Sejal Glass Ltd	895.85	904.8153695	Micro Cap	Glass - Industrial	Industrials	Capital Goods	Industrial Products	Glass - Industrial
532994	ARCHIDPLY	NSE:ARCHIDPLY	Archidply Industries Ltd	102.25	203.1195227	SME	Plywood Boards/ Laminates	Consumer Discretionary	Consumer Durables	Consumer Durables	Plywood Boards/ Laminates
532998	LOTUSEYE	NSE:LOTUSEYE	Lotus Eye Hospital And Institute Ltd	118.1	245.604536	SME	Hospital	Healthcare	Healthcare	Healthcare Services	Hospital
533001	SOMICONVEY	NSE:SOMICONVEY	Somi Conveyor Beltings Ltd	153.31	180.5938112	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
533007	LGBFORGE	NSE:LGBFORGE	LGB Forge Ltd	10.5	250.11252	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
533012	LPDC	NSE:LPDC	Landmark Property Development Company Ltd	8.27	110.6693942	SME	Real Estate related services	Consumer Discretionary	Realty	Realty	Real Estate related services
533014	SICAGEN	NSE:SICAGEN	Sicagen India Ltd	66.48	263.0724754	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
533018	SIMPLXMIL	NSE:SIMPLXMIL	Simplex Mills Company Ltd	5218.4	15.65729	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
533019	SIMPLXPAP	NSE:SIMPLXPAP	Simplex Papers Ltd	1525	4.577135	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
533022	20MICRONS	NSE:20MICRONS	20 Microns Ltd	212.7	747.123404	Micro Cap	Industrial Minerals	Commodities	Metals & Mining	Minerals & Mining	Industrial Minerals
533023	ZFCVINDIA	NSE:ZFCVINDIA	ZF Commercial Vehicle Control Systems India Ltd	13000	24657.854	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
533029	ALKALI	NSE:ALKALI	Alkali Metals Ltd	88.9	90.5224265	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
533033	ISGEC	NSE:ISGEC	ISGEC Heavy Engineering Ltd	884.95	6506.993192	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533047	IMFA	NSE:IMFA	Indian Metals & Ferro Alloys Ltd	1082	5812.813496	Small Cap	Ferro & Silica Manganese	Commodities	Metals & Mining	Ferrous Metals	Ferro & Silica Manganese
533048	TPHQ	NSE:TPHQ	Teamo Productions HQ Ltd	0.66	72.3504568	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
533056	VEDAVAAG	NSE:VEDAVAAG	VEDAVAAG Systems Ltd	34.74	81.5146347	SME	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
533078	MANJEERA	NSE:MANJEERA	Manjeera Constructions Ltd	0	0	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533080	MOLDTKPAC	NSE:MOLDTKPAC	Mold-Tek Packaging Ltd	758	2520.345959	Small Cap	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
533088	MHRIL	NSE:MHRIL	Mahindra Holidays & Resorts India Ltd	336	6840.636018	Small Cap	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
533090	EXCEL	NSE:EXCEL	Excel Realty N Infra Ltd	1.58	220.0592143	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
533093	ROML	NSE:ROML	Raj Oil Mills Ltd	50.26	75.3331031	SME	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
533095	BENGALASM	NSE:BENGALASM	Bengal & Assam Company Ltd	8063.05	9195.013304	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
533096	ADANIPOWER	NSE:ADANIPOWER	Adani Power Ltd	165.22	63755.20285	Mid Cap	Integrated Power Utilities	Utilities	Power	Power	Integrated Power Utilities
533098	NHPC	NSE:NHPC	NHPC Ltd	85.85	86166.45486	Large Cap	Power Generation	Utilities	Power	Power	Power Generation
533100	PEIL	NSE:PEIL	Premier Energy and Infrastructure Ltd	13.59	56.1947185	SME		-	-	-	-
533101	SURYAAMBA	NSE:SURYAAMBA	Suryaamba Spinning Mills Ltd	127	37.2356761	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
533104	GLOBUSSPR	NSE:GLOBUSSPR	Globus Spirits Ltd	1111.9	3230.386078	Small Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
533106	OIL	NSE:OIL	Oil India Ltd	416.5	67634.31707	Mid Cap	Oil Exploration & Production	Energy	Oil, Gas & Consumable Fuels	Oil	Oil Exploration & Production
533108	BTTL	NSE:BTTL	Bhilwara Technical Textiles Ltd	40.86	238.5133073	SME	Trading - Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Trading - Textile Products
533110	SPSL	NSE:SPSL	Shree Precoated Steels Ltd	15.01	6.2139929	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
533121	EXPLEOSOL	NSE:EXPLEOSOL	Expleo Solutions Ltd	1038.85	1597.768377	Small Cap	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
533122	RTNPOWER	NSE:RTNPOWER	RattanIndia Power Ltd	11.22	6009.123578	Small Cap	Power Generation	Utilities	Power	Power	Power Generation
533137	DEN	NSE:DEN	Den Networks Ltd	33.42	1593.83092	Small Cap	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
533138	ASTEC	NSE:ASTEC	Astec Lifesciences Ltd	698.8	1731.421276	Small Cap	Pesticides & Agrochemicals	Commodities	Chemicals	Fertilizers & Agrochemicals	Pesticides & Agrochemicals
533146	DLINKINDIA	NSE:DLINKINDIA	D-Link (India) Ltd	461.5	1630.561699	Small Cap	Computers Hardware & Equipments	Information Technology	Information Technology	IT - Hardware	Computers Hardware & Equipments
533148	JSWENERGY	NSE:JSWENERGY	JSW Energy Ltd	534.5	93040.3201	Large Cap	Power Generation	Utilities	Power	Power	Power Generation
533149	YUNIKM	NSE:YUNIKM	Yunik Managing Advisors Ltd	9.1	14.03057	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
533150	GODREJPROP	NSE:GODREJPROP	Godrej Properties Ltd	2276	68329.9056	Mid Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533151	DBCORP	NSE:DBCORP	D. B. Corp Ltd	257	4580.82711	Small Cap	Print Media	Consumer Discretionary	Media, Entertainment & Publication	Media	Print Media
533152	MBLINFRA	NSE:MBLINFRA	MBL Infrastructure Ltd	41.77	637.1144753	Micro Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
